Age,Monthly_Income,Profession,City_Type,Household_Size,Weekly_Activity_Freq,Sports_Played,Owns_Equipment,Equipment_Owned,Purchase_Channel,Importance_Quality,Importance_Price,Importance_Brand,Importance_Speed,Importance_Sustainability,Importance_Customization,Importance_BundleDeals,Monthly_Equipment_Budget,Willingness_To_Use_App,Influenced_By_Sustainability,Satisfaction_Current_Buying,Purchase_Influencers,Purchase_Challenges,Preference_Rent_Over_Buy,Knowledge_Level,Willing_To_Recommend
19,55077,Homemaker,Tier 2,1,Never,['Basketball'],Yes,['Weights'],Online,5,2,5,5,4,3,4,1568,Neutral,Yes,5,"['Buy-back offers', 'Loyalty rewards', 'Fitness events']","['None', 'Expensive pricing', 'Not eco-friendly', 'Poor personalization']",Yes,Expert,Probably
52,43770,Homemaker,Tier 3,2,1-2 times,['Tennis'],Yes,"['Shoes', 'Nets']",Offline,3,3,4,4,4,5,4,2715,Very Unlikely,No,4,"['Loyalty rewards', 'Eco-friendly packaging', 'Same-day delivery']","['Poor quality', 'Late delivery']",Yes,Intermediate,Not Sure
33,59491,Business Owner,Metro,1,3-4 times,"['Basketball', 'Tennis', 'Gym']",Yes,[],Online,4,2,2,4,2,5,5,694,Likely,No,5,"['Loyalty rewards', 'Eco-friendly packaging', 'Fitness events']","['Expensive pricing', 'Poor personalization', 'Late delivery', 'None']",Maybe,Beginner,Probably
58,84060,Athlete,Metro,3,Never,"['Football', 'Badminton']",Yes,"['Balls', 'Weights', 'Rackets']",Online,4,4,5,5,1,3,3,1276,Likely,Yes,2,"['Buy-back offers', 'Personalized discounts', 'Fitness events']","['Not eco-friendly', 'Poor quality']",Yes,Beginner,Not Sure
53,52727,Working Professional,Metro,4,Never,['Tennis'],Yes,['Yoga Mats'],Online,4,5,4,5,1,5,2,554,Neutral,Yes,4,"['Loyalty rewards', 'Fitness events', 'Same-day delivery']","['Not eco-friendly', 'Limited stock', 'No bundling']",Maybe,Intermediate,Not Sure
50,53723,Retired,Tier 3,1,5+ times,"['Running', 'Gym']",Yes,[],Both,4,3,4,3,5,4,2,1780,Very Likely,Yes,2,"['Fitness events', 'Smart recommendations', 'Same-day delivery']",['Poor personalization'],Maybe,Expert,Definitely
21,43109,Athlete,Tier 3,2,5+ times,['Badminton'],Yes,['Yoga Mats'],Offline,3,5,5,4,5,2,2,1962,Very Likely,Yes,4,"['Same-day delivery', 'Eco-friendly packaging', 'Fitness events']","['Poor quality', 'No bundling', 'Poor personalization']",Yes,Beginner,Probably
50,37252,Retired,Tier 2,4,5+ times,['Gym'],Yes,['Shoes'],Offline,3,3,2,5,2,2,2,2091,Very Likely,Yes,4,"['Eco-friendly packaging', 'Buy-back offers', 'Smart recommendations']","['Expensive pricing', 'Limited stock']",Yes,Beginner,Definitely
31,62455,Business Owner,Tier 3,3,5+ times,['Basketball'],Yes,['Weights'],Both,3,3,4,5,1,3,4,2049,Neutral,Yes,5,"['Same-day delivery', 'Fitness events', 'Smart recommendations']",['Poor quality'],Yes,Intermediate,Definitely
38,37158,Business Owner,Tier 2,4,3-4 times,['Football'],Yes,[],Both,5,3,5,3,2,4,3,1257,Very Likely,Yes,5,"['Fitness events', 'Personalized discounts', 'Same-day delivery']",['No bundling'],No,Intermediate,Probably Not
37,51073,Business Owner,Tier 2,1,1-2 times,"['Basketball', 'Running', 'Cricket', 'Badminton']",No,"['Nets', 'Rackets']",Online,5,4,2,3,5,5,3,1847,Likely,Yes,5,"['Eco-friendly packaging', 'Smart recommendations', 'Loyalty rewards']",['Expensive pricing'],Maybe,Beginner,Probably
25,42835,Student,Metro,3,1-2 times,"['Cricket', 'Basketball']",No,[],Online,5,2,5,5,5,5,5,802,Likely,Yes,4,"['Buy-back offers', 'Same-day delivery', 'Smart recommendations']","['Expensive pricing', 'Limited stock', 'Poor personalization', 'Poor quality']",Yes,Expert,Not Sure
24,57184,Retired,Tier 2,2,3-4 times,"['Cycling', 'Tennis']",Yes,['Nets'],Offline,4,3,5,3,4,2,4,3090,Likely,Yes,4,"['Same-day delivery', 'Personalized discounts', 'Fitness events']","['Poor personalization', 'Late delivery', 'Limited stock']",No,Beginner,Not Sure
20,55004,Athlete,Metro,3,1-2 times,['Tennis'],No,[],Offline,5,4,4,5,2,5,2,1757,Very Likely,No,2,"['Smart recommendations', 'Fitness events', 'Buy-back offers']","['None', 'Not eco-friendly', 'Limited stock', 'No bundling']",Maybe,Intermediate,Probably Not
34,65563,Athlete,Tier 3,3,3-4 times,['Football'],Yes,"['Nets', 'Balls', 'Weights']",Offline,4,3,2,4,2,2,3,1608,Likely,Yes,3,"['Eco-friendly packaging', 'Loyalty rewards', 'Same-day delivery']",['Not eco-friendly'],No,Intermediate,Not Sure
50,42349,Homemaker,Tier 2,5,Never,"['Tennis', 'Cricket']",Yes,"['Nets', 'Shoes']",Offline,5,2,4,3,1,3,3,3271,Likely,Maybe,5,"['Same-day delivery', 'Fitness events', 'Loyalty rewards']","['Late delivery', 'None', 'Poor personalization']",No,Intermediate,Probably
29,45951,Homemaker,Tier 2,3,1-2 times,"['Badminton', 'Cycling', 'Gym', 'Running']",No,[],Online,4,3,1,4,1,5,4,1006,Likely,Yes,2,"['Buy-back offers', 'Smart recommendations', 'Same-day delivery']","['Poor personalization', 'Not eco-friendly', 'None']",Yes,Beginner,Definitely
39,35318,Homemaker,Metro,3,3-4 times,"['Football', 'Cycling', 'Badminton']",Yes,"['Balls', 'Yoga Mats', 'Weights']",Online,5,4,1,4,4,4,5,1099,Likely,Yes,2,"['Personalized discounts', 'Loyalty rewards', 'Same-day delivery']","['None', 'Not eco-friendly']",Maybe,Intermediate,Definitely
39,43335,Business Owner,Metro,4,3-4 times,"['Cricket', 'Basketball', 'Badminton']",No,"['Balls', 'Rackets']",Online,5,2,2,4,3,5,5,1123,Neutral,Yes,1,"['Personalized discounts', 'Buy-back offers', 'Smart recommendations']","['No bundling', 'Not eco-friendly', 'Poor quality', 'Expensive pricing']",No,Beginner,Probably
47,55659,Athlete,Metro,2,3-4 times,"['Cycling', 'Gym']",Yes,"['Nets', 'Rackets', 'Weights']",Online,3,4,5,5,3,2,2,1945,Very Likely,Yes,5,"['Smart recommendations', 'Fitness events', 'Eco-friendly packaging']","['Limited stock', 'Poor quality', 'None', 'Expensive pricing']",Maybe,Beginner,Definitely
55,61354,Retired,Metro,4,3-4 times,['Gym'],Yes,"['Yoga Mats', 'Nets']",Online,5,2,4,4,3,3,5,2345,Likely,Maybe,2,"['Same-day delivery', 'Loyalty rewards', 'Personalized discounts']","['Not eco-friendly', 'Late delivery']",Yes,Intermediate,Probably
55,36167,Business Owner,Metro,4,Never,['Football'],Yes,[],Offline,5,2,4,4,2,2,3,2591,Likely,Yes,1,"['Buy-back offers', 'Personalized discounts', 'Smart recommendations']","['Poor quality', 'Late delivery', 'Not eco-friendly', 'No bundling']",Maybe,Intermediate,Probably
25,63044,Student,Tier 3,1,1-2 times,"['Gym', 'Cricket', 'Tennis', 'Running']",No,"['Weights', 'Balls', 'Shoes']",Offline,3,5,2,4,2,5,5,4057,Unlikely,Maybe,5,"['Smart recommendations', 'Eco-friendly packaging', 'Buy-back offers']",['Poor quality'],No,Beginner,Definitely Not
44,70334,Homemaker,Tier 2,4,5+ times,"['Football', 'Tennis', 'Basketball']",Yes,['Balls'],Online,4,5,2,5,5,2,2,200,Likely,Maybe,4,"['Loyalty rewards', 'Eco-friendly packaging', 'Personalized discounts']",['Poor personalization'],No,Beginner,Not Sure
44,56201,Business Owner,Metro,5,3-4 times,"['Running', 'Gym', 'Football', 'Tennis']",No,"['Balls', 'Yoga Mats', 'Weights']",Online,3,5,1,4,2,2,3,2486,Unlikely,No,1,"['Smart recommendations', 'Fitness events', 'Same-day delivery']","['Poor quality', 'Poor personalization', 'None', 'Limited stock']",Maybe,Expert,Probably
51,78151,Business Owner,Metro,5,1-2 times,"['Basketball', 'Gym', 'Badminton']",Yes,"['Yoga Mats', 'Shoes']",Online,3,2,3,4,2,3,5,1554,Unlikely,No,4,"['Buy-back offers', 'Fitness events', 'Loyalty rewards']","['Poor personalization', 'Limited stock']",No,Expert,Definitely
38,38393,Student,Metro,1,5+ times,"['Badminton', 'Running']",Yes,[],Online,4,3,2,3,2,4,5,1530,Likely,No,3,"['Same-day delivery', 'Smart recommendations', 'Eco-friendly packaging']","['No bundling', 'Not eco-friendly', 'Poor personalization']",No,Beginner,Definitely
47,31330,Working Professional,Tier 2,2,1-2 times,"['Running', 'Tennis', 'Cycling']",Yes,"['Rackets', 'Shoes']",Offline,5,4,3,5,4,5,4,1504,Likely,Yes,3,"['Personalized discounts', 'Same-day delivery', 'Loyalty rewards']","['Not eco-friendly', 'No bundling', 'Poor quality', 'None']",No,Intermediate,Definitely
50,23319,Athlete,Tier 2,2,3-4 times,"['Badminton', 'Basketball', 'Football', 'Cricket']",Yes,"['Nets', 'Balls', 'Shoes']",Both,4,4,2,4,2,3,2,1272,Likely,No,3,"['Buy-back offers', 'Smart recommendations', 'Fitness events']","['Poor personalization', 'Limited stock', 'None']",Yes,Intermediate,Not Sure
45,72440,Retired,Tier 3,4,1-2 times,"['Badminton', 'Tennis', 'Football', 'Cycling']",No,"['Weights', 'Nets', 'Shoes']",Both,5,4,5,3,1,4,5,3347,Unlikely,Yes,3,"['Eco-friendly packaging', 'Loyalty rewards', 'Same-day delivery']","['None', 'Late delivery']",Yes,Intermediate,Definitely
50,59815,Working Professional,Metro,4,3-4 times,"['Cycling', 'Basketball', 'Cricket', 'Tennis']",Yes,['Balls'],Offline,5,5,5,5,1,2,4,2673,Likely,Yes,2,"['Fitness events', 'Loyalty rewards', 'Eco-friendly packaging']","['None', 'Expensive pricing', 'Not eco-friendly']",No,Expert,Not Sure
22,49166,Homemaker,Tier 3,4,3-4 times,"['Gym', 'Football']",No,[],Offline,4,2,1,5,5,4,3,2018,Neutral,Yes,3,"['Eco-friendly packaging', 'Personalized discounts', 'Loyalty rewards']","['No bundling', 'Limited stock']",Maybe,Beginner,Probably
36,54199,Business Owner,Tier 3,2,1-2 times,"['Running', 'Football', 'Basketball']",No,[],Online,3,5,1,5,4,2,4,3080,Very Likely,No,2,"['Buy-back offers', 'Eco-friendly packaging', 'Fitness events']","['Limited stock', 'Not eco-friendly']",Yes,Intermediate,Definitely
21,33117,Student,Metro,3,5+ times,"['Badminton', 'Basketball', 'Cycling']",Yes,"['Weights', 'Balls', 'Nets']",Online,4,3,3,5,1,2,4,789,Likely,Maybe,2,"['Personalized discounts', 'Fitness events', 'Buy-back offers']",['Expensive pricing'],Maybe,Intermediate,Definitely
52,86686,Student,Tier 3,5,3-4 times,"['Badminton', 'Running', 'Cricket', 'Cycling']",Yes,[],Online,5,2,2,5,4,3,5,935,Likely,Yes,5,"['Fitness events', 'Eco-friendly packaging', 'Same-day delivery']",['Late delivery'],No,Intermediate,Probably
34,51938,Athlete,Metro,3,1-2 times,"['Tennis', 'Cricket', 'Football']",Yes,['Shoes'],Both,4,4,4,5,4,2,5,257,Neutral,Maybe,2,"['Smart recommendations', 'Buy-back offers', 'Loyalty rewards']","['Expensive pricing', 'Poor quality']",No,Intermediate,Probably
45,51640,Working Professional,Tier 3,3,1-2 times,['Cycling'],Yes,"['Balls', 'Nets']",Online,4,5,1,4,5,3,5,1440,Unlikely,Yes,2,"['Smart recommendations', 'Personalized discounts', 'Same-day delivery']","['Not eco-friendly', 'Poor quality', 'Late delivery', 'Expensive pricing']",Maybe,Expert,Not Sure
47,60886,Athlete,Metro,2,1-2 times,['Running'],Yes,[],Online,5,5,4,4,4,4,4,2129,Very Likely,Yes,3,"['Same-day delivery', 'Loyalty rewards', 'Personalized discounts']",['Poor personalization'],Yes,Beginner,Not Sure
46,57215,Business Owner,Tier 3,3,Never,['Tennis'],Yes,"['Yoga Mats', 'Weights', 'Shoes']",Both,3,3,4,4,2,4,3,2082,Neutral,Yes,2,"['Eco-friendly packaging', 'Fitness events', 'Personalized discounts']","['Poor personalization', 'No bundling']",Maybe,Beginner,Probably
23,53358,Athlete,Tier 3,1,3-4 times,"['Running', 'Gym', 'Cycling']",Yes,"['Shoes', 'Nets']",Both,4,3,2,4,4,2,2,2119,Likely,Yes,4,"['Fitness events', 'Eco-friendly packaging', 'Loyalty rewards']","['Poor personalization', 'No bundling', 'Late delivery']",Maybe,Beginner,Not Sure
52,38142,Retired,Tier 3,4,5+ times,"['Running', 'Tennis']",Yes,"['Shoes', 'Weights']",Both,5,5,3,3,5,3,4,871,Likely,Yes,3,"['Loyalty rewards', 'Same-day delivery', 'Fitness events']","['Expensive pricing', 'No bundling', 'Poor personalization']",No,Expert,Probably
58,57072,Student,Tier 2,1,3-4 times,"['Cricket', 'Running']",Yes,['Weights'],Online,5,3,2,4,5,2,5,2642,Very Unlikely,No,1,"['Same-day delivery', 'Loyalty rewards', 'Eco-friendly packaging']","['Poor quality', 'Not eco-friendly', 'No bundling', 'None']",Yes,Intermediate,Definitely Not
54,78230,Student,Metro,5,1-2 times,"['Badminton', 'Football']",Yes,"['Shoes', 'Balls', 'Weights']",Online,4,4,1,5,5,3,2,2191,Very Likely,Maybe,3,"['Loyalty rewards', 'Smart recommendations', 'Same-day delivery']","['None', 'Late delivery', 'No bundling']",Maybe,Intermediate,Definitely
41,70181,Homemaker,Metro,4,Never,"['Cycling', 'Gym']",Yes,[],Online,3,3,4,4,1,3,3,2586,Likely,Yes,2,"['Personalized discounts', 'Same-day delivery', 'Smart recommendations']","['Limited stock', 'Expensive pricing', 'Poor quality']",Yes,Beginner,Not Sure
46,73897,Homemaker,Metro,3,1-2 times,['Tennis'],No,"['Weights', 'Balls', 'Nets']",Online,4,3,2,4,2,3,2,485,Neutral,Yes,4,"['Eco-friendly packaging', 'Smart recommendations', 'Buy-back offers']","['Poor personalization', 'Limited stock']",No,Expert,Definitely
48,42331,Business Owner,Metro,5,3-4 times,['Badminton'],Yes,"['Rackets', 'Shoes']",Online,3,5,2,5,1,4,5,2249,Unlikely,Maybe,3,"['Buy-back offers', 'Smart recommendations', 'Eco-friendly packaging']","['Expensive pricing', 'No bundling', 'Not eco-friendly']",Yes,Expert,Definitely
52,35155,Retired,Tier 2,4,3-4 times,"['Gym', 'Tennis', 'Badminton', 'Running']",Yes,"['Nets', 'Weights', 'Rackets']",Online,3,5,2,4,3,3,4,1049,Neutral,No,4,"['Same-day delivery', 'Smart recommendations', 'Fitness events']","['Expensive pricing', 'Poor personalization', 'Not eco-friendly']",No,Intermediate,Definitely
50,48113,Working Professional,Metro,3,1-2 times,"['Gym', 'Tennis', 'Running']",No,[],Both,3,2,1,4,2,4,4,1682,Very Likely,Yes,1,"['Loyalty rewards', 'Buy-back offers', 'Same-day delivery']","['No bundling', 'Poor personalization', 'Limited stock']",Yes,Beginner,Probably
38,50835,Athlete,Tier 3,1,3-4 times,"['Gym', 'Basketball', 'Running']",Yes,[],Online,3,2,3,4,4,3,5,2427,Likely,Yes,1,"['Buy-back offers', 'Smart recommendations', 'Loyalty rewards']","['Poor personalization', 'None', 'Limited stock']",Maybe,Beginner,Definitely
49,66412,Business Owner,Tier 2,4,5+ times,"['Running', 'Basketball']",Yes,['Yoga Mats'],Offline,4,5,2,3,5,4,4,2072,Neutral,Maybe,5,"['Smart recommendations', 'Eco-friendly packaging', 'Same-day delivery']","['Not eco-friendly', 'Expensive pricing']",No,Intermediate,Definitely
40,24613,Homemaker,Tier 3,3,3-4 times,['Badminton'],Yes,[],Offline,5,3,1,4,3,5,5,1318,Unlikely,No,5,"['Loyalty rewards', 'Eco-friendly packaging', 'Fitness events']","['Late delivery', 'Poor quality', 'Expensive pricing']",Maybe,Intermediate,Definitely Not
50,72943,Athlete,Metro,1,5+ times,"['Badminton', 'Football']",Yes,[],Online,5,3,4,5,2,4,4,2005,Likely,Yes,3,"['Smart recommendations', 'Same-day delivery', 'Buy-back offers']","['No bundling', 'Expensive pricing', 'None', 'Not eco-friendly']",No,Beginner,Not Sure
20,47629,Homemaker,Tier 3,5,3-4 times,"['Football', 'Gym', 'Running', 'Basketball']",Yes,"['Weights', 'Rackets', 'Nets']",Offline,5,2,5,5,1,4,4,774,Likely,Yes,5,"['Personalized discounts', 'Buy-back offers', 'Fitness events']",['Expensive pricing'],Yes,Intermediate,Not Sure
35,43596,Athlete,Tier 3,5,3-4 times,"['Football', 'Gym', 'Badminton']",Yes,"['Rackets', 'Balls', 'Nets']",Online,5,2,1,4,5,2,4,2920,Likely,Maybe,4,"['Personalized discounts', 'Fitness events', 'Eco-friendly packaging']","['Expensive pricing', 'No bundling', 'Poor quality', 'Poor personalization']",Yes,Beginner,Not Sure
42,34818,Working Professional,Metro,5,3-4 times,"['Basketball', 'Football', 'Cycling']",Yes,"['Shoes', 'Weights']",Online,5,2,5,4,1,3,3,1835,Likely,Yes,5,"['Personalized discounts', 'Smart recommendations', 'Loyalty rewards']",['Late delivery'],No,Intermediate,Definitely Not
59,25177,Business Owner,Tier 2,5,3-4 times,"['Running', 'Basketball']",Yes,['Balls'],Both,5,4,2,4,2,5,3,2894,Neutral,Maybe,4,"['Loyalty rewards', 'Smart recommendations', 'Eco-friendly packaging']","['No bundling', 'Limited stock', 'None', 'Not eco-friendly']",No,Intermediate,Probably
48,62347,Athlete,Tier 2,2,1-2 times,"['Badminton', 'Cricket', 'Football', 'Basketball']",No,"['Shoes', 'Rackets', 'Balls']",Online,4,4,2,5,2,2,5,1578,Likely,Yes,5,"['Personalized discounts', 'Same-day delivery', 'Smart recommendations']",['Expensive pricing'],No,Beginner,Definitely
20,51099,Retired,Metro,4,1-2 times,"['Tennis', 'Basketball', 'Football']",No,[],Both,3,2,1,5,3,3,3,1581,Very Likely,No,5,"['Eco-friendly packaging', 'Loyalty rewards', 'Smart recommendations']",['Expensive pricing'],Yes,Intermediate,Not Sure
57,30650,Student,Tier 2,4,1-2 times,"['Badminton', 'Cricket', 'Gym', 'Running']",Yes,"['Shoes', 'Nets']",Online,5,3,5,3,4,5,5,1388,Neutral,Yes,5,"['Loyalty rewards', 'Eco-friendly packaging', 'Same-day delivery']",['Expensive pricing'],No,Beginner,Not Sure
41,30573,Retired,Metro,2,3-4 times,"['Basketball', 'Running', 'Cricket', 'Gym']",No,"['Rackets', 'Shoes', 'Yoga Mats']",Offline,4,2,2,3,1,5,2,2700,Likely,Yes,2,"['Loyalty rewards', 'Smart recommendations', 'Personalized discounts']",['Poor personalization'],No,Beginner,Probably
49,44963,Retired,Metro,3,1-2 times,"['Badminton', 'Gym']",Yes,['Shoes'],Online,5,4,4,3,3,5,2,1432,Likely,Maybe,2,"['Fitness events', 'Smart recommendations', 'Eco-friendly packaging']","['Limited stock', 'Expensive pricing']",Maybe,Expert,Probably
39,75035,Student,Metro,3,5+ times,['Basketball'],Yes,['Weights'],Online,5,3,3,5,5,3,3,2515,Likely,Yes,5,"['Buy-back offers', 'Smart recommendations', 'Personalized discounts']","['Poor personalization', 'Poor quality', 'Expensive pricing', 'None']",No,Beginner,Probably
40,46106,Retired,Metro,5,3-4 times,"['Running', 'Cricket']",No,"['Nets', 'Balls']",Online,3,4,3,3,4,5,2,1694,Neutral,No,4,"['Eco-friendly packaging', 'Same-day delivery', 'Personalized discounts']",['No bundling'],Maybe,Beginner,Probably Not
19,27452,Athlete,Metro,1,3-4 times,['Cricket'],Yes,"['Shoes', 'Rackets']",Offline,3,3,2,4,3,5,2,419,Very Likely,Yes,3,"['Loyalty rewards', 'Same-day delivery', 'Eco-friendly packaging']","['Limited stock', 'No bundling', 'Poor quality', 'Poor personalization']",Maybe,Beginner,Definitely
44,46313,Athlete,Metro,3,1-2 times,"['Badminton', 'Tennis', 'Cycling', 'Gym']",Yes,"['Nets', 'Balls']",Both,3,4,5,4,1,2,4,1543,Likely,Yes,1,"['Loyalty rewards', 'Buy-back offers', 'Eco-friendly packaging']","['Expensive pricing', 'Limited stock', 'Poor personalization']",Maybe,Beginner,Definitely Not
59,45909,Athlete,Tier 3,1,5+ times,['Gym'],Yes,"['Rackets', 'Nets']",Both,5,3,2,5,2,4,4,1056,Likely,Yes,2,"['Smart recommendations', 'Loyalty rewards', 'Eco-friendly packaging']",['Not eco-friendly'],Yes,Beginner,Probably Not
19,9546,Student,Tier 2,4,5+ times,"['Basketball', 'Cricket', 'Running', 'Tennis']",Yes,"['Rackets', 'Nets']",Online,5,3,5,3,5,3,5,2027,Neutral,No,5,"['Loyalty rewards', 'Eco-friendly packaging', 'Buy-back offers']","['Not eco-friendly', 'No bundling', 'Poor quality', 'Expensive pricing']",Maybe,Beginner,Probably
43,49185,Retired,Tier 3,1,3-4 times,"['Football', 'Cycling', 'Cricket']",No,[],Both,5,3,4,4,1,4,2,1047,Neutral,Yes,1,"['Personalized discounts', 'Loyalty rewards', 'Fitness events']","['Poor personalization', 'Limited stock']",No,Intermediate,Probably
34,46535,Student,Metro,4,1-2 times,"['Cycling', 'Tennis', 'Cricket']",No,[],Offline,3,3,5,5,4,2,5,2740,Unlikely,Yes,2,"['Buy-back offers', 'Fitness events', 'Personalized discounts']","['Poor personalization', 'No bundling', 'Expensive pricing', 'None']",Yes,Beginner,Definitely
57,60443,Athlete,Metro,2,3-4 times,"['Cricket', 'Football', 'Cycling']",No,"['Balls', 'Yoga Mats', 'Rackets']",Both,4,5,2,3,4,4,5,1927,Likely,Yes,3,"['Eco-friendly packaging', 'Loyalty rewards', 'Personalized discounts']",['No bundling'],Yes,Intermediate,Definitely
50,77734,Retired,Tier 2,2,1-2 times,"['Badminton', 'Cricket']",No,['Nets'],Online,5,4,4,4,2,5,2,1857,Neutral,No,4,"['Eco-friendly packaging', 'Loyalty rewards', 'Fitness events']","['Expensive pricing', 'Not eco-friendly', 'Late delivery']",Yes,Beginner,Definitely
26,66898,Retired,Metro,5,1-2 times,"['Tennis', 'Cricket']",Yes,[],Offline,5,4,1,3,2,5,3,2524,Likely,No,5,"['Fitness events', 'Smart recommendations', 'Eco-friendly packaging']","['Limited stock', 'None', 'Poor quality', 'Poor personalization']",Yes,Beginner,Not Sure
56,45966,Homemaker,Metro,3,3-4 times,"['Cycling', 'Badminton', 'Running', 'Gym']",Yes,[],Both,5,5,3,5,5,3,2,2771,Likely,Yes,3,"['Buy-back offers', 'Personalized discounts', 'Loyalty rewards']","['Limited stock', 'No bundling', 'None']",Yes,Beginner,Probably
46,33402,Homemaker,Tier 2,5,3-4 times,"['Tennis', 'Cycling', 'Badminton']",Yes,[],Online,4,3,2,3,5,3,4,1983,Likely,Yes,2,"['Eco-friendly packaging', 'Loyalty rewards', 'Smart recommendations']","['Limited stock', 'No bundling']",Yes,Expert,Definitely
59,88600,Working Professional,Metro,4,3-4 times,"['Cycling', 'Tennis']",Yes,"['Shoes', 'Balls', 'Yoga Mats']",Both,5,3,2,5,2,3,2,1383,Likely,Maybe,5,"['Loyalty rewards', 'Same-day delivery', 'Buy-back offers']","['No bundling', 'None', 'Poor quality', 'Late delivery']",Yes,Intermediate,Definitely
43,50888,Business Owner,Tier 2,5,5+ times,"['Running', 'Basketball', 'Badminton']",Yes,"['Shoes', 'Weights']",Offline,4,4,2,3,2,2,3,580,Likely,Yes,1,"['Personalized discounts', 'Buy-back offers', 'Fitness events']","['No bundling', 'Late delivery', 'None', 'Limited stock']",Maybe,Intermediate,Probably Not
52,50208,Homemaker,Tier 2,1,3-4 times,"['Cycling', 'Basketball']",No,"['Rackets', 'Yoga Mats', 'Weights']",Online,5,5,4,4,4,3,5,1451,Unlikely,Maybe,4,"['Personalized discounts', 'Fitness events', 'Buy-back offers']","['Not eco-friendly', 'None']",No,Beginner,Definitely
42,49638,Student,Metro,4,3-4 times,['Cricket'],Yes,['Nets'],Online,4,3,1,5,2,2,5,1506,Neutral,Maybe,2,"['Same-day delivery', 'Fitness events', 'Eco-friendly packaging']","['No bundling', 'Limited stock']",No,Expert,Probably Not
41,52971,Homemaker,Metro,2,1-2 times,['Football'],Yes,['Balls'],Online,5,3,5,5,3,5,4,2085,Likely,No,4,"['Fitness events', 'Personalized discounts', 'Eco-friendly packaging']","['Expensive pricing', 'None']",Maybe,Beginner,Definitely
30,47834,Working Professional,Tier 2,3,5+ times,"['Tennis', 'Gym', 'Football']",Yes,['Balls'],Offline,3,3,1,5,1,4,4,1723,Likely,Yes,5,"['Smart recommendations', 'Loyalty rewards', 'Same-day delivery']",['Expensive pricing'],Maybe,Beginner,Probably
24,41395,Retired,Metro,4,Never,"['Badminton', 'Gym', 'Cricket', 'Football']",Yes,['Weights'],Both,3,2,4,3,2,5,4,2550,Neutral,Maybe,3,"['Smart recommendations', 'Eco-friendly packaging', 'Fitness events']",['None'],Yes,Intermediate,Definitely
53,41797,Working Professional,Metro,4,5+ times,"['Tennis', 'Football']",No,[],Online,3,5,2,3,5,5,5,1509,Likely,No,4,"['Personalized discounts', 'Fitness events', 'Loyalty rewards']","['Late delivery', 'Poor personalization', 'Poor quality', 'Expensive pricing']",Yes,Beginner,Probably
37,49508,Retired,Tier 3,1,5+ times,"['Football', 'Running']",Yes,[],Both,3,3,3,4,3,5,4,1954,Neutral,No,1,"['Personalized discounts', 'Loyalty rewards', 'Smart recommendations']","['Late delivery', 'Poor personalization', 'None', 'Expensive pricing']",Maybe,Expert,Probably
18,41848,Retired,Metro,3,1-2 times,['Cricket'],Yes,"['Yoga Mats', 'Weights', 'Shoes']",Both,5,2,2,5,5,3,2,2947,Neutral,Yes,2,"['Fitness events', 'Eco-friendly packaging', 'Smart recommendations']","['Late delivery', 'Not eco-friendly', 'No bundling', 'Poor personalization']",Yes,Beginner,Definitely
25,39307,Business Owner,Tier 2,2,3-4 times,['Cycling'],No,"['Rackets', 'Nets']",Online,3,5,5,5,3,3,5,2273,Very Unlikely,Yes,1,"['Same-day delivery', 'Eco-friendly packaging', 'Buy-back offers']","['Expensive pricing', 'Poor personalization', 'Poor quality']",No,Expert,Probably
33,51596,Homemaker,Tier 3,4,5+ times,"['Running', 'Gym', 'Badminton', 'Tennis']",Yes,['Balls'],Both,4,3,3,3,2,3,3,1951,Very Likely,Yes,4,"['Eco-friendly packaging', 'Buy-back offers', 'Smart recommendations']","['Limited stock', 'Late delivery']",No,Intermediate,Probably
31,46175,Student,Metro,4,3-4 times,"['Badminton', 'Cricket', 'Football', 'Basketball']",Yes,"['Nets', 'Rackets', 'Weights']",Both,3,4,2,3,1,4,5,1518,Neutral,No,3,"['Buy-back offers', 'Smart recommendations', 'Eco-friendly packaging']","['Poor personalization', 'Limited stock', 'None', 'Expensive pricing']",Yes,Intermediate,Probably
29,72559,Student,Metro,1,5+ times,"['Badminton', 'Gym', 'Tennis', 'Cricket']",Yes,[],Both,3,2,3,4,5,3,2,1493,Neutral,No,3,"['Buy-back offers', 'Same-day delivery', 'Loyalty rewards']","['None', 'Late delivery']",Yes,Beginner,Not Sure
40,10235,Athlete,Metro,5,5+ times,"['Tennis', 'Basketball', 'Gym']",No,[],Both,3,2,1,4,3,2,2,1319,Neutral,Yes,1,"['Fitness events', 'Buy-back offers', 'Smart recommendations']",['No bundling'],Yes,Beginner,Definitely
32,66372,Retired,Metro,2,3-4 times,['Tennis'],Yes,"['Balls', 'Shoes']",Both,5,3,4,3,4,5,4,1567,Unlikely,Yes,5,"['Fitness events', 'Same-day delivery', 'Smart recommendations']","['Limited stock', 'Not eco-friendly']",No,Expert,Probably
45,68691,Student,Metro,3,1-2 times,"['Cycling', 'Cricket', 'Badminton']",No,"['Yoga Mats', 'Weights']",Offline,3,3,2,5,2,4,5,2604,Likely,Yes,5,"['Smart recommendations', 'Personalized discounts', 'Loyalty rewards']","['Late delivery', 'Poor personalization', 'Limited stock']",Yes,Beginner,Definitely Not
